,Identifying num,url,claimDate,claimYear,claimant,claimant_canonical_name,Local/State/National,Current Role,Aspiring Role,State,City,languageCode,publisher.name,publisher.site,text,title,reviewDate,claimant_party,textualRating,ratingsimp,T/F RQ1,is_politician_strict,Fear,Self/Personal Record,Opponent/Opponent's Record,Legislation,National and State Macroeconomic Issues,Economic Well-Being and Domestic Commerce,Labor and Employment,Foreign Trade,Taxes,"Civil Rights, Minority Issues, and Civil Liberties",Immigration and Refugee Issues,LGBTQ,Race,Religion,Women,Health (non-care),Social Welfare,Education,Abortion,Healthcare,Government Operations,Defense/Military,International_affairs and Foreign Aid,Voting/Elections,Agriculture,Environment,Energy,Transportation,Community Development and Housing,Technology Science Space,Media and Communications,Law and Crime and Policing,Terrorism,Guns,History,Record/Candidate Biography/ Campaigns and Personal Behavior
,2282,http://www.politifact.com/factchecks/2016/oct/19/hillary-clinton/hillary-clinton-says-33000-americans-die-each-year/,2016-10-19,2016,Hillary Clinton,Hillary Clinton,,,,,,en,PolitiFact,politifact.com,We have 33;000 people a year who die from guns.',Hillary Clinton says 33;000 Americans die each year from guns,2016-10-20 2:30:13,Democratic,Mostly True,5 Mostly True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2370,http://www.politifact.com/factchecks/2016/oct/20/hillary-clinton/what-hillary-clintons-plans-mean-us-debt/,2016-10-19,2016,Hillary Clinton,Hillary Clinton,,,,,,en,PolitiFact,politifact.com,What I have put forward does not add a penny to the debt.',What Hillary Clinton's plans mean for the US debt,2016-10-20 18:08:13,Democratic,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2372,http://www.politifact.com/factchecks/2016/oct/19/hillary-clinton/hillary-clinton-says-supreme-court-gun-decision-de/,2016-10-19,2016,Hillary Clinton,Hillary Clinton,,,,,,en,PolitiFact,politifact.com,What the District of Columbia was trying to do (with its handgun ban) was to protect toddlers from guns.',Hillary Clinton says Supreme Court gun decision dealt with protecting toddlers,2016-10-20 3:00:06,Democratic,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1461,http://www.politifact.com/factchecks/2016/nov/04/morgan-carroll/morgan-carroll-says-mike-coffman-changes-tune-immi/,2016-10-20,2016,Morgan Carroll,Morgan Carroll,,,,,,en,PolitiFact,politifact.com,Says Mike Coffman said two different things: 'stop the deportations' in a Spanish-language debate and 'you're going to be deported' in an English-language TV interview.,Morgan Carroll says Mike Coffman 'changes tune on immigration for English-speaking audience',2016-11-04 21:13:15,Democratic,Mostly False,3 Mostly False,False(ish),TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
,608,http://www.politifact.com/factchecks/2016/oct/24/hillary-clinton/clinton-school-boards-anti-catholic-scare-tactics-/,2016-10-20,2016,Hillary Clinton,Hillary Clinton,,,,,,en,PolitiFact,politifact.com,In 1928 'school boards sent home letters with children saying that if Al Smith is elected president; you will not be allowed to have or read a Bible.',Clinton: School boards' anti-Catholic scare tactics in 1928 election,2016-10-25 21:05:29,Democratic,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,40,http://www.politifact.com/factchecks/2016/oct/24/hillary-clinton/clinton-says-400-bills-have-her-name-them-thanks-b/,2016-10-22,2016,Hillary Clinton,Hillary Clinton,,,,,,en,PolitiFact,politifact.com,400 bills have my name on them either as a sponsor or a co-sponsor. You don’t get that done unless you work with folks on the other side.',Half True: Clinton says she sponsored 400 bills; worked with GOP,2016-10-24 21:48:28,Democratic,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,333,http://www.politifact.com/factchecks/2016/oct/25/hillary-clinton/hillary-clinton-exaggerates-saying-donald-trump-pl/,2016-10-23,2016,Hillary Clinton,Hillary Clinton,,,,,,en,PolitiFact,politifact.com,Donald Trump says he'd deport 16 million people.',Hillary Clinton exaggerates by saying Donald Trump plans to deport 16 million people,2016-10-25 16:04:37,Democratic,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2297,http://www.politifact.com/factchecks/2016/oct/26/patrick-murphy/patrick-murphy-says-his-family-never-did-business-/,2016-10-23,2016,Patrick Murphy,Patrick Murphy (Pennsylvania politician),,,,,,en,PolitiFact,politifact.com,We have never done business with Donald Trump.',Patrick Murphy says his family never did business with Donald Trump; but it's more complicated,2016-10-26 17:21:57,Democratic,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1330,http://www.politifact.com/factchecks/2016/oct/28/john-skvarla/top-north-carolina-economic-official-says-hb2-has-/,2016-10-24,2016,John Skvarla,John Skvarla,,,,,,en,PolitiFact,politifact.com,Says HB2 'hasn’t moved the needle one iota' on North Carolina’s economy.,Top North Carolina economic official says HB2 has not harmed the state economy,2016-10-28 17:48:14,Republican,Mostly False,3 Mostly False,False(ish),TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,1276,http://www.politifact.com/factchecks/2016/oct/25/hillary-clinton/trump-first-ever-candidate-not-say-hell-accept-ele/,2016-10-24,2016,Hillary Clinton,Hillary Clinton,,,,,,en,PolitiFact,politifact.com,Says Donald Trump is 'the first person running for president; Republican or Democrat; who refused to say that he would respect the results of this election.',Is Trump the first-ever candidate not to say he'll accept election results?,2016-10-25 20:50:42,Democratic,Mostly True,5 Mostly True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,741,http://www.politifact.com/factchecks/2016/oct/26/debbie-wasserman-schultz/debbie-wasserman-schultz-incorrectly-says-only-4-o/,2016-10-25,2016,Debbie Wasserman Schultz,Debbie Wasserman Schultz,,,,,,en,PolitiFact,politifact.com,It's four or five states where the number of insurance options have narrowed' under the Affordable Care Act.,Debbie Wasserman Schultz incorrectly says only 4 or 5 states have seen Obamacare insurers quit,2016-10-26 15:44:55,Democratic,FALSE,2 False,False(ish),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,1074,https://www.politifact.com/factchecks/2016/oct/28/ron-johnson/ron-johnson-says-he-got-law-passed-so-fans-can-wat/,2016-10-25,2016,Ron Johnson,Ron Johnson (Wisconsin politician),,,,,,en,PolitiFact,politifact.com,Ron Johnson says he got a law passed so fans can watch Green Bay Packers; not Minnesota Vikings,Ron Johnson says he got a law passed so fans can watch Green Bay Packers; not Minnesota Vikings,2016-10-28 19:11:34,Republican,Mostly False,3 Mostly False,False(ish),TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
,1100,http://www.politifact.com/factchecks/2016/nov/01/joe-heck/new-ad-claiming-catherine-cortez-masto-indicted-ha/,2016-10-25,2016,Joe Heck,Joe Heck,,,,,,en,PolitiFact,politifact.com,Says 'Catherine Cortez Masto indicted (Brian Krolicki); who was an innocent man; in order to save Harry Reid's political career',New ad claiming Catherine Cortez Masto indicted Harry Reid's political opponent needs context,2016-11-01 17:37:52,Republican,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1268,http://www.politifact.com/factchecks/2016/oct/26/hillary-clinton/clinton-says-trump-wants-know-about-allies-payment/,2016-10-25,2016,Hillary Clinton,Hillary Clinton,,,,,,en,PolitiFact,politifact.com,Says Donald Trump 'was asked if he would defend our allies. He said well; first he'd want to know if they made any payments to us to defend them.',Clinton said Trump wants to know about allies' payments before defending them,2016-10-26 21:23:29,Democratic,TRUE,6 True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1360,http://www.politifact.com/factchecks/2016/oct/31/roger-stone/no-roger-stone-hillary-clinton-did-not-meet-browar/,2016-10-26,2016,Roger Stone,Roger Stone,,,,,,en,PolitiFact,politifact.com,Says Hillary Clinton 'shows up in Broward County' and had a private meeting with elections supervisor Brenda Snipes.,No; Hillary Clinton did not meet with Broward elections supervisor Brenda Snipes,2016-10-31 18:20:30,Republican,Pants on Fire,1 Pants On Fire,False(ish),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
,1530,http://www.politifact.com/factchecks/2016/oct/27/marco-rubio/rubio-says-obama-was-proposing-pinprick-strikes-sy/,2016-10-26,2016,Marco Rubio,Marco Rubio,,,,,,en,PolitiFact,politifact.com,Says President Obama 'was proposing pinprick strikes' for military intervention in Syria.,US Sen. Marco Rubio: President Obama 'was proposing pinprick strikes' in Syria,2016-10-27 18:11:13,Republican,FALSE,2 False,False(ish),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
,2108,http://www.politifact.com/factchecks/2016/nov/23/ted-cruz/ted-cruz-says-long-historical-precedent-smaller-su/,2016-10-26,2016,Ted Cruz,Ted Cruz,,,,,,en,PolitiFact,politifact.com,There is long historical precedent for a Supreme Court with fewer justices.',Ted Cruz says 'long historical precedent' for smaller Supreme Court,2016-11-28 18:00:52,Republican,Mostly False,3 Mostly False,False(ish),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,696,http://www.politifact.com/factchecks/2016/oct/27/newt-gingrich/gingrich-misleading-call-850000-paid-bill-clinton-/,2016-10-26,2016,Newt Gingrich,Newt Gingrich,,,,,,en,PolitiFact,politifact.com,In the Paula Jones case; Bill Clinton paid an '$850;000 penalty.',Newt Gingrich misleading in saying Bill Clinton paid $850;000 'penalty',2016-10-27 21:49:13,Republican,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1272,http://www.politifact.com/factchecks/2016/nov/03/russ-feingold/russ-feingolds-attack-donald-trump-and-ron-johnson/,2016-10-26,2016,Russ Feingold,Russ Feingold,,,,,,en,PolitiFact,politifact.com,Says Donald Trump and Ron Johnson 'oppose a woman's right to choose and Johnson voted against the Violence Against Women Act.',Russ Feingold's attack on Donald Trump and Ron Johnson on abortion and domestic violence,2016-11-03 15:49:26,Democratic,Mostly True,5 Mostly True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1440,http://www.politifact.com/factchecks/2016/oct/27/patrick-murphy/patrick-murphy-marco-rubio-voted-98-percent-time-k/,2016-10-26,2016,Patrick Murphy,Patrick Murphy (Pennsylvania politician),,,,,,en,PolitiFact,politifact.com,Says Marco Rubio 'has a 98 percent voting record with the Koch brothers.',Patrick Murphy: Marco Rubio voted 98 percent of the time with Koch brothers,2016-10-27 21:44:13,Democratic,Mostly True,5 Mostly True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1442,http://www.politifact.com/factchecks/2016/oct/27/patrick-murphy/murphy-revisits-rubios-reagan-library-line-about-s/,2016-10-26,2016,Patrick Murphy,Patrick Murphy (Pennsylvania politician),,,,,,en,PolitiFact,politifact.com,Says Marco Rubio 'said Social Security and Medicare have ‘weakened us as a people.’ ',Murphy revisits Rubio's Reagan library line about Social Security; Medicare weakening Americans,2016-10-28 15:36:56,Democratic,Mostly True,5 Mostly True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1795,http://www.politifact.com/factchecks/2016/nov/09/john-kerry/yep-most-people-clueless-us-foreign-aid-spending/,2016-10-26,2016,John Kerry,John Kerry,,,,,,en,PolitiFact,politifact.com,Surveys show that many of our citizens think we devote a full quarter or even a third of our federal budget to foreign aid.',Most people clueless on US foreign aid spending,2016-11-11 20:08:53,Democratic,TRUE,6 True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,952,http://www.politifact.com/factchecks/2016/oct/31/sean-duffy/wisconsin-congressman-fuels-soros-voting-machine-r/,2016-10-27,2016,Sean Duffy,Sean Duffy,,,,,,en,PolitiFact,politifact.com,One of George Soros' companies has provided some of the (voting) machines' for some states.,Claim that George Soros owns US voting machines is Pants on Fire!,2016-10-31 21:14:56,Republican,Pants on Fire,1 Pants On Fire,False(ish),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,2087,http://www.politifact.com/factchecks/2016/oct/30/robby-mook/clinton-campaign-says-comey-letter-violates-justic/,2016-10-30,2016,Robby Mook,Robby Mook,,,,,,en,PolitiFact,politifact.com,There are Justice Department policies against' FBI Director James Comey discussing details of a federal investigation 'so close to an election.',Clinton campaign says Comey letter violates Justice Department protocols,2016-10-30 20:17:15,Democratic,Mostly True,5 Mostly True,True)ish,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,949,http://www.politifact.com/factchecks/2016/nov/03/mike-pence/mike-pence-right-1-5-us-households-dont-have-anyon/,2016-10-31,2016,Mike Pence,Mike Pence,,,,,,en,PolitiFact,politifact.com,One in five American households have nobody under the same roof that's got a job.',Is Mike Pence right that 1 in 5 US households don't have anyone working?,2016-11-03 16:39:40,Republican,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1481,http://www.politifact.com/factchecks/2016/nov/01/hillary-clinton/trump-said-he-would-require-schools-allow-guns-cli/,2016-10-31,2016,Hillary Clinton,Hillary Clinton,,,,,,en,PolitiFact,politifact.com,Says of Donald Trump; 'He even said; on his very first day in office; he would require every school in America to let people carry guns into our classrooms.',Trump said he would require schools to allow guns; Clinton says,2016-11-02 16:45:41,Democratic,TRUE,6 True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1247,http://www.politifact.com/factchecks/2016/nov/02/hillary-clinton/hillary-clinton-says-donald-trump-doesnt-believe-e/,2016-11-01,2016,Hillary Clinton,Hillary Clinton,,,,,,en,PolitiFact,politifact.com,Says Donald Trump 'doesn't believe in equal pay.',Hillary Clinton says Donald Trump doesn't believe in equal pay,2016-11-02 22:25:20,Democratic,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1261,http://www.politifact.com/factchecks/2016/nov/04/hillary-clinton/hillary-clinton-donald-trump-says-organized-crime-/,2016-11-02,2016,Hillary Clinton,Hillary Clinton,,,,,,en,PolitiFact,politifact.com,Says Donald Trump 'says organized crime runs wild on reservations.',Hillary Clinton: Donald Trump says 'organized crime runs wild on reservations',2016-11-04 19:02:48,Democratic,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1267,http://www.politifact.com/factchecks/2016/nov/03/hillary-clinton/hillary-clinton-says-donald-trump-wants-undo-marri/,2016-11-02,2016,Hillary Clinton,Hillary Clinton,,,,,,en,PolitiFact,politifact.com,Says Donald Trump 'wants to undo marriage equality.',Hillary Clinton says Donald Trump 'wants to undo marriage equality',2016-11-03 19:47:13,Democratic,TRUE,6 True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1945,http://www.politifact.com/factchecks/2016/nov/07/barack-obama/obama-says-republicans-tried-purge-black-democrats/,2016-11-02,2016,Barack Obama,Barack Obama,National,President,,,,en,PolitiFact,politifact.com,The list of voters that North Carolina Republicans 'tried to purge was two-thirds black and Democratic.',Obama says Republicans tried to 'purge' black Democrats from voter rolls in North Carolina,2016-11-07 22:36:11,Democratic,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1772,http://www.politifact.com/factchecks/2016/nov/07/tim-kaine/tim-kaine-right-spanish-was-first-european-languag/,2016-11-03,2016,Tim Kaine,Tim Kaine,,,,,,en,PolitiFact,politifact.com,Spanish was the first European language spoken in this country.',Tim Kaine is right; Spanish was first European language spoken in United States,2016-11-07 15:33:34,Democratic,TRUE,6 True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2213,http://www.politifact.com/factchecks/2016/nov/06/hillary-clinton/would-51-single-parents-see-taxes-rise-under-donal/,2016-11-04,2016,Hillary Clinton,Hillary Clinton,,,,,,en,PolitiFact,politifact.com,Under Donald Trump's tax plan; '51 percent of single parents would see their taxes go up.',Would 51% of single parents see taxes rise under Donald Trump's tax plan?,2016-11-06 22:23:27,Democratic,TRUE,6 True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2135,http://www.politifact.com/factchecks/2016/nov/06/newt-gingrich/gingrich-hillary-clinton-broke-law-foreign-clinton/,2016-11-06,2016,Newt Gingrich,Newt Gingrich,,,,,,en,PolitiFact,politifact.com,There’s a section in the Constitution called the Emoluments Clause that says no one; nor their spouses; can take money from foreigners. (Hillary Clinton) has to be guilty of 70 or 100 counts just on that one charge.',Gingrich: Hillary Clinton broke law with foreign Clinton Foundation donations,2016-11-06 22:28:27,Republican,Mostly False,3 Mostly False,False(ish),TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
,350,http://www.politifact.com/factchecks/2016/nov/21/corey-stewart/corey-stewart-stretches-ed-gillespies-statements/,2016-11-09,2016,Corey Stewart,Corey Stewart,,,,,,en,PolitiFact,politifact.com,Ed Gillespie 'would not mention (Donald Trump’s) name unless he was condemning him.',Corey Stewart stretches Ed Gillespie's statements on Donald Trump,2016-11-22 16:11:39,Republican,FALSE,2 False,False(ish),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
,242,http://www.politifact.com/factchecks/2016/nov/16/gavin-newsom/gavin-newsom-understates-californias-rapid-drop-gu/,2016-11-09,2016,Gavin Newsom,Gavin Newsom,,,,,,en,PolitiFact,politifact.com,California has seen a '56 percent decline in the gun murder rate' since the 1990s.,Gavin Newsom understates California's big drop in gun homicides,2016-11-17 0:55:35,Democratic,Mostly True,5 Mostly True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,551,http://www.politifact.com/factchecks/2016/nov/11/lamar-smith/lamar-smith-first-member-Congress-donate-Trump-Don/,2016-11-09,2016,Lamar Smith,Lamar Smith,,,,,,en,PolitiFact,politifact.com,I was the first member of Congress to contribute to Donald Trump.',Lamar Smith 'first member of Congress to contribute to Donald Trump',2016-11-11 20:11:53,Republican,TRUE,6 True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,911,http://www.politifact.com/factchecks/2016/nov/17/paul-ryan/donald-trump-and-paul-ryan-threatening-repeal-and-/,2016-11-09,2016,Paul Ryan,Paul Ryan,,,,,,en,PolitiFact,politifact.com,Obamacare 'is not a popular law.',With Donald Trump and Paul Ryan threatening to repeal and replace; just how popular is Obamacare?,2016-11-17 17:11:11,Republican,Mostly True,5 Mostly True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,198,http://www.politifact.com/factchecks/2016/dec/23/paul-ryan/repeal-and-replace-works-paul-ryan-says-obamacare-/,2016-11-10,2016,Paul Ryan,Paul Ryan,,,,,,en,PolitiFact,politifact.com,Because of Obamacare; Medicare is going broke.',With 'repeal and replace' in the works; Paul Ryan claims Obamacare is making Medicare go broke,2016-12-23 13:54:09,Republican,Pants on Fire,1 Pants On Fire,False(ish),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,1807,http://www.politifact.com/factchecks/2016/nov/17/sid-miller/sid-miller-says-texas-university-trump-safe-spaces/,2016-11-10,2016,Sid Miller,Sid Miller (politician),,,,,,en,PolitiFact,politifact.com,Texas A&M University - Commerce 'offers counseling; safe spaces for students who are afraid of President-elect Trump.',Sid Miller says Texas university offers 'safe spaces' for students fearing Donald Trump,2016-11-17 17:41:13,Republican,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1288,http://www.politifact.com/factchecks/2016/nov/21/reince-priebus/despite-losing-popular-vote-donald-trump-won-elect/,2016-11-14,2016,Reince Priebus,Reince Priebus,,,,,,en,PolitiFact,politifact.com,Says Donald Trump's presidential victory was 'an electoral landslide.',Despite losing popular vote; Donald Trump won in 'electoral landslide;' GOP's Reince Priebus says,2017-04-11 20:09:40,Republican,FALSE,2 False,False(ish),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
